id,name,state,state_abbr,state_fips,county_fips,totpop,popdensity,sqmi,poverty,diversity,bachelor
1,Autauga County,Alabama,AL,01,001,58805,97,604,0.1299,49,0.1739
2,Baldwin County,Alabama,AL,01,003,231767,142,1633,0.1042,39.7,0.2259
3,Barbour County,Alabama,AL,01,005,25223,28,905,0.2461,62.2,0.086
4,Bibb County,Alabama,AL,01,007,22293,36,626,0.1879,45.1,0.0717
5,Blount County,Alabama,AL,01,009,59134,91,651,0.153,39.8,0.0956
6,Bullock County,Alabama,AL,01,011,10357,17,625,0.3358,49,0.0834
7,Butler County,Alabama,AL,01,013,19051,25,778,0.1693,55.6,0.1063
8,Calhoun County,Alabama,AL,01,015,116441,190,612,0.1803,51.9,0.1162
9,Chambers County,Alabama,AL,01,017,34772,58,603,0.1529,58.8,0.1055
10,Cherokee County,Alabama,AL,01,019,24971,42,600,0.1626,20,0.0738
11,Chilton County,Alabama,AL,01,021,45014,64,701,0.1533,48.2,0.0896
12,Choctaw County,Alabama,AL,01,023,12665,14,921,0.2161,52.8,0.0848
13,Clarke County,Alabama,AL,01,025,23087,18,1253,0.2116,54.1,0.08
14,Clay County,Alabama,AL,01,027,14236,24,606,0.2011,38.5,0.0665
15,Cleburne County,Alabama,AL,01,029,15056,27,561,0.1676,19.1,0.1038
16,Coffee County,Alabama,AL,01,031,53465,79,681,0.1496,57.6,0.1667
17,Colbert County,Alabama,AL,01,033,57227,92,624,0.1525,43.2,0.1267
18,Conecuh County,Alabama,AL,01,035,11597,14,853,0.1328,56.8,0.0892
19,Coosa County,Alabama,AL,01,037,10387,16,666,0.109,50.7,0.096
20,Covington County,Alabama,AL,01,039,37570,36,1044,0.1919,33.7,0.1012
21,Crenshaw County,Alabama,AL,01,041,13194,22,611,0.1829,45.7,0.1411
22,Cullman County,Alabama,AL,01,043,87866,116,755,0.1345,26.5,0.0982
23,Dale County,Alabama,AL,01,045,49326,88,563,0.1696,55.9,0.133
24,Dallas County,Alabama,AL,01,047,38462,39,994,0.2464,44.5,0.0966
25,DeKalb County,Alabama,AL,01,049,71608,92,779,0.1881,54.5,0.0874
26,Elmore County,Alabama,AL,01,051,87977,134,657,0.1042,47.9,0.177
27,Escambia County,Alabama,AL,01,053,36757,39,953,0.2378,56.4,0.0904
28,Etowah County,Alabama,AL,01,055,103436,189,549,0.1658,45.9,0.1212
29,Fayette County,Alabama,AL,01,057,16321,26,629,0.207,32.6,0.1014
30,Franklin County,Alabama,AL,01,059,32113,50,647,0.1623,59.7,0.0977
31,Geneva County,Alabama,AL,01,061,26659,46,579,0.2139,37.4,0.0847
32,Greene County,Alabama,AL,01,063,7730,12,660,0.3556,33,0.0684
33,Hale County,Alabama,AL,01,065,14785,23,657,0.2844,52.8,0.1025
34,Henry County,Alabama,AL,01,067,17146,30,568,0.1476,48,0.114
35,Houston County,Alabama,AL,01,069,107202,184,582,0.1646,55.3,0.1467
36,Jackson County,Alabama,AL,01,071,52579,47,1127,0.171,29.8,0.1049
37,Jefferson County,Alabama,AL,01,073,674721,600,1124,0.1545,62.8,0.2186
38,Lamar County,Alabama,AL,01,075,13972,23,605,0.2069,28.1,0.0923
39,Lauderdale County,Alabama,AL,01,077,93564,130,720,0.147,35.8,0.1518
40,Lawrence County,Alabama,AL,01,079,33073,46,717,0.137,44.8,0.0939
41,Lee County,Alabama,AL,01,081,174241,283,616,0.2166,58.3,0.2101
42,Limestone County,Alabama,AL,01,083,103570,171,607,0.1122,50.4,0.1899
43,Lowndes County,Alabama,AL,01,085,10311,14,725,0.2218,45.5,0.1016
44,Macon County,Alabama,AL,01,087,19532,32,613,0.2141,37.3,0.1302
45,Madison County,Alabama,AL,01,089,388153,478,813,0.112,60.6,0.2763
46,Marengo County,Alabama,AL,01,091,19323,20,983,0.2169,55,0.0953
47,Marion County,Alabama,AL,01,093,29341,40,744,0.1853,24.5,0.0884
48,Marshall County,Alabama,AL,01,095,97612,157,623,0.1563,54.4,0.1442
49,Mobile County,Alabama,AL,01,097,414809,332,1251,0.17,59.7,0.168
50,Monroe County,Alabama,AL,01,099,19772,19,1034,0.2371,55.8,0.0989
51,Montgomery County,Alabama,AL,01,101,228954,286,800,0.1851,60.4,0.2127
52,Morgan County,Alabama,AL,01,103,123421,206,599,0.1455,55.2,0.169
53,Perry County,Alabama,AL,01,105,8511,12,724,0.3116,44.8,0.1429
54,Pickens County,Alabama,AL,01,107,19123,22,890,0.1993,58.3,0.1109
55,Pike County,Alabama,AL,01,109,33009,49,673,0.2258,58.3,0.155
56,Randolph County,Alabama,AL,01,111,21967,38,584,0.2031,42.2,0.1065
57,Russell County,Alabama,AL,01,113,59183,91,647,0.2102,62.8,0.1257
58,St. Clair County,Alabama,AL,01,115,91103,139,653,0.1154,34.3,0.1168
59,Shelby County,Alabama,AL,01,117,223024,276,809,0.0775,51.5,0.3023
60,Sumter County,Alabama,AL,01,119,12345,14,913,0.3064,42.4,0.1246
61,Talladega County,Alabama,AL,01,121,82149,108,760,0.1914,53,0.1049
62,Tallapoosa County,Alabama,AL,01,123,41311,54,766,0.1697,49.2,0.1309
63,Tuscaloosa County,Alabama,AL,01,125,227036,168,1351,0.1649,59.5,0.1989
64,Walker County,Alabama,AL,01,127,65342,81,805,0.1724,28.9,0.0818
65,Washington County,Alabama,AL,01,129,15388,14,1089,0.2095,50.9,0.0775
66,Wilcox County,Alabama,AL,01,131,10600,12,907,0.2802,44,0.0985
67,Winston County,Alabama,AL,01,133,23540,37,632,0.1803,20.6,0.0815
68,Aleutians East Borough,Alaska,AK,02,013,3420,1,7151,0.1258,87.4,0.0825
69,Aleutians West Census Area,Alaska,AK,02,016,5232,1,3682,0.0369,82.9,0.1508
70,Anchorage Municipality,Alaska,AK,02,020,291247,168,1734,0.0828,70.5,0.2357
71,Bethel Census Area,Alaska,AK,02,050,18666,0,42478,0.2555,30.3,0.082
72,Bristol Bay Borough,Alaska,AK,02,060,844,2,512,0.0286,69.1,0.1928
73,Denali Borough,Alaska,AK,02,068,1619,0,12667,0.0772,30.1,0.275
74,Dillingham Census Area,Alaska,AK,02,070,4857,0,18985,0.1953,49.1,0.0918
75,Fairbanks North Star Borough,Alaska,AK,02,090,95655,13,7435,0.0697,57.5,0.204
76,Haines Borough,Alaska,AK,02,100,2080,1,2407,0.1552,44.2,0.1747
77,Hoonah-Angoon Census Area,Alaska,AK,02,105,2365,0,6867,0.1221,65.1,0.1648
78,Juneau City and Borough,Alaska,AK,02,110,32255,12,2815,0.0692,62.6,0.2619
79,Kenai Peninsula Borough,Alaska,AK,02,122,58799,4,16432,0.1081,41.6,0.162
80,Ketchikan Gateway Borough,Alaska,AK,02,130,13948,3,5166,0.0826,62.7,0.186
81,Kodiak Island Borough,Alaska,AK,02,150,13101,2,7130,0.1053,72.2,0.1804
82,Kusilvak Census Area,Alaska,AK,02,158,8368,1,18086,0.3493,10,0.0305
83,Lake and Peninsula Borough,Alaska,AK,02,164,1476,0,26461,0.1693,51.8,0.0823
84,Matanuska-Susitna Borough,Alaska,AK,02,170,107081,4,24987,0.1108,44.4,0.153
85,Nome Census Area,Alaska,AK,02,180,10046,0,23719,0.2004,43,0.0861
86,North Slope Borough,Alaska,AK,02,185,11031,0,90125,0.1293,67.6,0.1213
87,Northwest Arctic Borough,Alaska,AK,02,188,7793,0,36777,0.1805,31.7,0.086
88,Prince of Wales-Hyder Census Area,Alaska,AK,02,198,5753,1,5901,0.155,63.4,0.1358
89,Sitka City and Borough,Alaska,AK,02,220,8458,3,3206,0.0616,62.9,0.2123
90,Skagway Municipality,Alaska,AK,02,230,1240,3,436,0.0436,29.5,0.267
91,Southeast Fairbanks Census Area,Alaska,AK,02,240,6808,0,25116,0.1189,48.7,0.0966
92,Wrangell City and Borough,Alaska,AK,02,275,2127,1,2680,0.0618,58,0.1404
93,Yukon-Koyukuk Census Area,Alaska,AK,02,290,5343,0,147914,0.2507,45.4,0.0839
94,Apache County,Arizona,AZ,04,001,66021,6,11219,0.332,50.1,0.0863
95,Cochise County,Arizona,AZ,04,003,125447,20,6217,0.1414,74.7,0.1554
96,Coconino County,Arizona,AZ,04,005,145101,8,18661,0.1774,70.2,0.2226
97,Gila County,Arizona,AZ,04,007,53272,11,4795,0.1752,65.4,0.1325
98,Graham County,Arizona,AZ,04,009,38533,8,4640,0.1836,73.4,0.1093
99,Greenlee County,Arizona,AZ,04,011,9563,5,1847,0.0858,74.4,0.1144
100,La Paz County,Arizona,AZ,04,012,16557,4,4511,0.2163,75.4,0.085
101,Maricopa County,Arizona,AZ,04,013,4420568,479,9226,0.1072,77.3,0.2256
102,Mohave County,Arizona,AZ,04,015,213267,16,13461,0.142,53.2,0.0915
103,Navajo County,Arizona,AZ,04,017,106717,11,9959,0.2402,66.7,0.0975
104,Pima County,Arizona,AZ,04,019,1043433,114,9191,0.143,77.9,0.2031
105,Pinal County,Arizona,AZ,04,021,425264,79,5375,0.1102,74.4,0.1416
106,Santa Cruz County,Arizona,AZ,04,023,47669,39,1237,0.2048,76.5,0.147
107,Yavapai County,Arizona,AZ,04,025,236209,29,8127,0.116,49.8,0.1634
108,Yuma County,Arizona,AZ,04,027,203881,37,5519,0.1781,82.6,0.1108
109,Arkansas County,Arkansas,AR,05,001,17149,17,1039,0.1791,51.7,0.1183
110,Ashley County,Arkansas,AR,05,003,19062,20,940,0.2018,53.7,0.0943
111,Baxter County,Arkansas,AR,05,005,41627,71,587,0.1337,19.1,0.1221
112,Benton County,Arkansas,AR,05,007,284333,322,884,0.0803,63.2,0.2344
113,Boone County,Arkansas,AR,05,009,37373,62,602,0.1498,21.1,0.1167
114,Bradley County,Arkansas,AR,05,011,10545,16,653,0.2202,70.1,0.1121
115,Calhoun County,Arkansas,AR,05,013,4739,8,632,0.1391,44.1,0.0786
116,Carroll County,Arkansas,AR,05,015,28260,44,639,0.1599,54.9,0.1552
117,Chicot County,Arkansas,AR,05,017,10208,15,691,0.3027,61.3,0.1194
118,Clark County,Arkansas,AR,05,019,21446,24,883,0.2156,54.9,0.1828
119,Clay County,Arkansas,AR,05,021,14552,23,641,0.1994,15.3,0.0776
120,Cleburne County,Arkansas,AR,05,023,24711,42,592,0.1429,18.4,0.0999
121,Cleveland County,Arkansas,AR,05,025,7550,13,599,0.1424,29.8,0.1182
122,Columbia County,Arkansas,AR,05,027,22801,30,767,0.2219,57,0.1382
123,Conway County,Arkansas,AR,05,029,20715,37,567,0.1876,41.9,0.1158
124,Craighead County,Arkansas,AR,05,031,111231,156,713,0.1629,51.3,0.1758
125,Crawford County,Arkansas,AR,05,033,60133,99,606,0.1506,43.4,0.1185
126,Crittenden County,Arkansas,AR,05,035,48163,75,644,0.1804,57.4,0.1295
127,Cross County,Arkansas,AR,05,037,16833,27,622,0.1983,45.5,0.0922
128,Dallas County,Arkansas,AR,05,039,6482,10,668,0.2021,58,0.1033
129,Desha County,Arkansas,AR,05,041,11395,14,813,0.2383,64.5,0.112
130,Drew County,Arkansas,AR,05,043,17350,21,836,0.1898,53.9,0.1654
131,Faulkner County,Arkansas,AR,05,045,123498,186,664,0.166,47,0.204
132,Franklin County,Arkansas,AR,05,047,17097,28,620,0.2267,24.1,0.1073
133,Fulton County,Arkansas,AR,05,049,12075,20,620,0.2056,15.7,0.0942
134,Garland County,Arkansas,AR,05,051,100180,136,735,0.1569,45.7,0.15
135,Grant County,Arkansas,AR,05,053,17958,28,633,0.1534,21.9,0.1312
136,Greene County,Arkansas,AR,05,055,45736,79,579,0.1683,25.3,0.1187
137,Hempstead County,Arkansas,AR,05,057,20065,27,741,0.2113,70.8,0.1096
138,Hot Spring County,Arkansas,AR,05,059,33040,53,622,0.1731,39.6,0.0948
139,Howard County,Arkansas,AR,05,061,12785,22,596,0.1727,64.2,0.11
140,Independence County,Arkansas,AR,05,063,37938,49,772,0.1879,39.7,0.1249
141,Izard County,Arkansas,AR,05,065,13577,23,584,0.1769,22.2,0.0936
142,Jackson County,Arkansas,AR,05,067,16755,26,641,0.1986,41.9,0.0688
143,Jefferson County,Arkansas,AR,05,069,67260,73,916,0.1992,55.8,0.1262
144,Johnson County,Arkansas,AR,05,071,25749,38,684,0.1987,52.6,0.102
145,Lafayette County,Arkansas,AR,05,073,6308,12,546,0.2104,53.6,0.1252
146,Lawrence County,Arkansas,AR,05,075,16216,27,592,0.1703,18.3,0.116
147,Lee County,Arkansas,AR,05,077,8600,14,622,0.2895,56.6,0.093
148,Lincoln County,Arkansas,AR,05,079,12941,23,570,0.1563,55.5,0.0721
149,Little River County,Arkansas,AR,05,081,12026,21,563,0.1243,48.2,0.0872
150,Logan County,Arkansas,AR,05,083,21131,29,730,0.1556,25.5,0.0939
151,Lonoke County,Arkansas,AR,05,085,74015,92,803,0.1145,37.1,0.1515
152,Madison County,Arkansas,AR,05,087,16521,20,837,0.1522,33.2,0.0887
153,Marion County,Arkansas,AR,05,089,16826,26,640,0.1715,18.4,0.1151
154,Miller County,Arkansas,AR,05,091,42600,67,638,0.193,53.9,0.1249
155,Mississippi County,Arkansas,AR,05,093,40685,44,930,0.1961,58.9,0.0945
156,Monroe County,Arkansas,AR,05,095,6799,11,621,0.2223,58.6,0.106
157,Montgomery County,Arkansas,AR,05,097,8484,11,801,0.2153,28.1,0.0878
158,Nevada County,Arkansas,AR,05,099,8310,13,621,0.2495,56.2,0.1097
159,Newton County,Arkansas,AR,05,101,7225,9,823,0.1188,16.5,0.153
160,Ouachita County,Arkansas,AR,05,103,22650,31,740,0.1993,57.7,0.0936
161,Perry County,Arkansas,AR,05,105,10019,18,561,0.172,21.4,0.0953
162,Phillips County,Arkansas,AR,05,107,16568,23,727,0.2944,51,0.0944
163,Pike County,Arkansas,AR,05,109,10171,17,614,0.1969,38.1,0.116
164,Poinsett County,Arkansas,AR,05,111,22965,30,764,0.2069,33.7,0.0856
165,Polk County,Arkansas,AR,05,113,19221,22,862,0.1846,35.9,0.0932
166,Pope County,Arkansas,AR,05,115,63381,76,831,0.1658,46,0.1622
167,Prairie County,Arkansas,AR,05,117,8282,12,676,0.1123,31.1,0.1189
168,Pulaski County,Arkansas,AR,05,119,399125,494,807,0.1538,67.6,0.2212
169,Randolph County,Arkansas,AR,05,121,18571,28,656,0.1967,22.8,0.0965
170,St. Francis County,Arkansas,AR,05,123,23090,36,643,0.3086,55.9,0.0715
171,Saline County,Arkansas,AR,05,125,123416,169,730,0.0884,44.1,0.1835
172,Scott County,Arkansas,AR,05,127,9836,11,898,0.1747,39.9,0.0583
173,Searcy County,Arkansas,AR,05,129,7828,12,668,0.2655,20.3,0.0967
174,Sebastian County,Arkansas,AR,05,131,127799,235,544,0.1653,64.3,0.1593
175,Sevier County,Arkansas,AR,05,133,15839,27,581,0.1941,77.3,0.0889
176,Sharp County,Arkansas,AR,05,135,17271,29,607,0.1982,19.3,0.0726
177,Stone County,Arkansas,AR,05,137,12359,20,610,0.2315,17.6,0.1056
178,Union County,Arkansas,AR,05,139,39054,37,1055,0.1921,58.2,0.1621
179,Van Buren County,Arkansas,AR,05,141,15796,22,724,0.1808,21.4,0.096
180,Washington County,Arkansas,AR,05,143,245871,258,952,0.1516,65.7,0.2167
181,White County,Arkansas,AR,05,145,76822,74,1042,0.1528,34.2,0.1352
182,Woodruff County,Arkansas,AR,05,147,6269,11,594,0.2134,49.4,0.1061
183,Yell County,Arkansas,AR,05,149,20263,21,948,0.1433,60.6,0.0987
184,Alameda County,California,CA,06,001,1682353,2257,745,0.0911,84.3,0.3044
185,Alpine County,California,CA,06,003,1204,2,743,0.0622,56.9,0.2193
186,Amador County,California,CA,06,005,40474,67,606,0.0982,55.5,0.1518
187,Butte County,California,CA,06,007,211632,126,1677,0.17,64.4,0.2069
188,Calaveras County,California,CA,06,009,45292,44,1037,0.1173,49.7,0.1425
189,Colusa County,California,CA,06,011,21839,19,1156,0.1342,82.7,0.133
190,Contra Costa County,California,CA,06,013,1165927,1580,738,0.0822,84.1,0.2945
191,Del Norte County,California,CA,06,015,27743,27,1013,0.1603,71.6,0.1029
192,El Dorado County,California,CA,06,017,191185,107,1786,0.088,54.6,0.2553
193,Fresno County,California,CA,06,019,1008654,168,6011,0.1842,87.1,0.1656
194,Glenn County,California,CA,06,021,28917,22,1327,0.1425,81,0.1305
195,Humboldt County,California,CA,06,023,136463,38,3585,0.1882,59.4,0.231
196,Imperial County,California,CA,06,025,179702,40,4481,0.2039,77.2,0.1281
197,Inyo County,California,CA,06,027,19016,2,10227,0.1027,73.1,0.1914
198,Kern County,California,CA,06,029,909235,111,8165,0.1823,85.5,0.1305
199,Kings County,California,CA,06,031,152486,110,1392,0.1439,85.3,0.1213
200,Lake County,California,CA,06,033,68163,51,1329,0.1618,67.8,0.1176
201,Lassen County,California,CA,06,035,32730,7,4720,0.1355,71.6,0.1084
202,Los Angeles County,California,CA,06,037,10014009,2451,4085,0.1387,88.4,0.2445
203,Madera County,California,CA,06,039,156255,73,2153,0.1711,84.4,0.1222
204,Marin County,California,CA,06,041,262321,500,525,0.0669,66.4,0.3744
205,Mariposa County,California,CA,06,043,17131,12,1463,0.128,51.8,0.1833
206,Mendocino County,California,CA,06,045,91601,26,3513,0.1523,72.1,0.1814
207,Merced County,California,CA,06,047,281202,142,1979,0.1815,85.5,0.1101
208,Modoc County,California,CA,06,049,8700,2,4203,0.1547,53.7,0.111
209,Mono County,California,CA,06,051,13195,4,3132,0.0638,68,0.2413
210,Monterey County,California,CA,06,053,439035,133,3313,0.1058,85.2,0.1752
211,Napa County,California,CA,06,055,138019,176,786,0.0791,80.5,0.2649
212,Nevada County,California,CA,06,057,102241,105,974,0.1067,42.5,0.2724
213,Orange County,California,CA,06,059,3186989,4003,796,0.0958,84.4,0.2942
214,Placer County,California,CA,06,061,404739,269,1502,0.0743,60.7,0.2955
215,Plumas County,California,CA,06,063,19790,8,2613,0.1199,41.6,0.1696
216,Riverside County,California,CA,06,065,2418185,331,7303,0.1188,86.4,0.1657
217,Sacramento County,California,CA,06,067,1585055,1616,981,0.124,82.6,0.2335
218,San Benito County,California,CA,06,069,64209,46,1390,0.0738,83.4,0.16
219,San Bernardino County,California,CA,06,071,2181654,109,20105,0.1361,87.5,0.1593
220,San Diego County,California,CA,06,073,3298634,779,4236,0.1006,83.1,0.2689
221,San Francisco County,California,CA,06,075,873965,18493,47,0.1061,77.5,0.3813
222,San Joaquin County,California,CA,06,077,779233,546,1427,0.1308,88.2,0.1515
223,San Luis Obispo County,California,CA,06,079,282424,85,3319,0.1121,67.5,0.2481
224,San Mateo County,California,CA,06,081,764442,1709,447,0.0611,82.5,0.3206
225,Santa Barbara County,California,CA,06,083,448229,163,2748,0.1213,83.4,0.2321
226,Santa Clara County,California,CA,06,085,1936259,1490,1299,0.0677,81.8,0.3064
227,Santa Cruz County,California,CA,06,087,270861,607,446,0.1002,77.9,0.2692
228,Shasta County,California,CA,06,089,182155,47,3847,0.1415,49.8,0.171
229,Sierra County,California,CA,06,091,3236,3,962,0.0895,44.7,0.0891
230,Siskiyou County,California,CA,06,093,44076,7,6348,0.1673,53.9,0.177
231,Solano County,California,CA,06,095,453491,542,836,0.0852,86,0.214
232,Sonoma County,California,CA,06,097,488863,308,1589,0.0842,74.8,0.2524
233,Stanislaus County,California,CA,06,099,552878,365,1514,0.1304,84.5,0.1398
234,Sutter County,California,CA,06,101,99633,164,608,0.1248,83.1,0.1407
235,Tehama County,California,CA,06,103,65829,22,2962,0.1874,70.3,0.1309
236,Trinity County,California,CA,06,105,16112,5,3208,0.1677,51.6,0.1654
237,Tulare County,California,CA,06,107,473117,98,4838,0.1796,83,0.1177
238,Tuolumne County,California,CA,06,109,55620,25,2274,0.1056,50.4,0.1532
239,Ventura County,California,CA,06,111,843843,455,1855,0.0828,83.2,0.2436
240,Yolo County,California,CA,06,113,216403,211,1024,0.1625,82.7,0.2241
241,Yuba County,California,CA,06,115,81575,127,644,0.1479,78.2,0.1442
242,Adams County,Colorado,CO,08,001,519572,439,1184,0.091,81.2,0.1859
243,Alamosa County,Colorado,CO,08,003,16376,23,723,0.1916,78.6,0.1635
244,Arapahoe County,Colorado,CO,08,005,655070,813,806,0.0768,73.3,0.2942
245,Archuleta County,Colorado,CO,08,007,13359,10,1355,0.0889,51.9,0.2837
246,Baca County,Colorado,CO,08,009,3506,1,2557,0.2252,38.5,0.1744
247,Bent County,Colorado,CO,08,011,5650,4,1541,0.2432,72.4,0.0943
248,Boulder County,Colorado,CO,08,013,330758,447,740,0.112,54.6,0.3567
249,Broomfield County,Colorado,CO,08,014,74112,2209,34,0.0505,54.9,0.3637
250,Chaffee County,Colorado,CO,08,015,19476,19,1015,0.1361,39.3,0.214
251,Cheyenne County,Colorado,CO,08,017,1748,1,1781,0.1223,39.5,0.1865
252,Clear Creek County,Colorado,CO,08,019,9397,24,396,0.0648,32,0.3091
253,Conejos County,Colorado,CO,08,021,7461,6,1291,0.1676,75.1,0.1594
254,Costilla County,Colorado,CO,08,023,3499,3,1231,0.3022,81,0.125
255,Crowley County,Colorado,CO,08,025,5922,7,800,0.241,73.9,0.0806
256,Custer County,Colorado,CO,08,027,4704,6,740,0.0767,23.5,0.2423
257,Delta County,Colorado,CO,08,029,31196,27,1149,0.1617,46.3,0.1525
258,Denver County,Colorado,CO,08,031,715522,4624,155,0.1099,75.7,0.3264
259,Dolores County,Colorado,CO,08,033,2326,2,1068,0.1145,35.2,0.1499
260,Douglas County,Colorado,CO,08,035,357978,425,843,0.0319,45.5,0.392
261,Eagle County,Colorado,CO,08,037,55731,33,1692,0.0924,69.4,0.3667
262,Elbert County,Colorado,CO,08,039,26062,14,1851,0.0508,34.9,0.2649
263,El Paso County,Colorado,CO,08,041,730395,343,2129,0.0943,63.2,0.2559
264,Fremont County,Colorado,CO,08,043,48939,32,1535,0.1539,47.9,0.1243
265,Garfield County,Colorado,CO,08,045,61685,21,2956,0.0833,71.8,0.2287
266,Gilpin County,Colorado,CO,08,047,5808,39,150,0.0663,33.4,0.2824
267,Grand County,Colorado,CO,08,049,15717,8,1870,0.0822,37,0.292
268,Gunnison County,Colorado,CO,08,051,16918,5,3260,0.122,37.9,0.3913
269,Hinsdale County,Colorado,CO,08,053,788,1,1123,0.086,25.8,0.3078
270,Huerfano County,Colorado,CO,08,055,6820,4,1593,0.1567,67.9,0.1663
271,Jackson County,Colorado,CO,08,057,1379,1,1621,0.1313,38.6,0.1841
272,Jefferson County,Colorado,CO,08,059,582910,753,774,0.0685,53.6,0.3099
273,Kiowa County,Colorado,CO,08,061,1446,1,1786,0.1182,31.4,0.1587
274,Kit Carson County,Colorado,CO,08,063,7087,3,2162,0.0941,56.5,0.1323
275,Lake County,Colorado,CO,08,065,7436,19,384,0.1066,73.6,0.2633
276,La Plata County,Colorado,CO,08,067,55638,33,1700,0.0944,49.7,0.3001
277,Larimer County,Colorado,CO,08,069,359066,136,2634,0.1142,46.6,0.3
278,Las Animas County,Colorado,CO,08,071,14555,3,4776,0.2153,73.5,0.1392
279,Lincoln County,Colorado,CO,08,073,5675,2,2586,0.1749,55,0.1105
280,Logan County,Colorado,CO,08,075,21528,12,1845,0.0994,53.2,0.1545
281,Mesa County,Colorado,CO,08,077,155703,47,3341,0.1204,49.2,0.2052
282,Mineral County,Colorado,CO,08,079,865,1,878,0.1554,24.7,0.3153
283,Moffat County,Colorado,CO,08,081,13292,3,4751,0.1724,50.7,0.1252
284,Montezuma County,Colorado,CO,08,083,25849,13,2040,0.1115,56,0.2094
285,Montrose County,Colorado,CO,08,085,42679,19,2243,0.1225,58.4,0.1994
286,Morgan County,Colorado,CO,08,087,29111,23,1294,0.12,74.8,0.126
287,Otero County,Colorado,CO,08,089,18690,15,1270,0.2162,73.8,0.1274
288,Ouray County,Colorado,CO,08,091,4874,9,542,0.0662,28.3,0.2909
289,Park County,Colorado,CO,08,093,17390,8,2210,0.0452,32.8,0.2342
290,Phillips County,Colorado,CO,08,095,4530,7,688,0.1294,62.7,0.175
291,Pitkin County,Colorado,CO,08,097,17358,18,973,0.0387,41.9,0.4768
292,Prowers County,Colorado,CO,08,099,11999,7,1644,0.1712,74.2,0.1345
293,Pueblo County,Colorado,CO,08,101,168162,70,2398,0.1728,76.4,0.1607
294,Rio Blanco County,Colorado,CO,08,103,6529,2,3223,0.1117,36.9,0.1847
295,Rio Grande County,Colorado,CO,08,105,11539,13,912,0.1668,72.7,0.1953
296,Routt County,Colorado,CO,08,107,24829,11,2368,0.0949,36.2,0.3338
297,Saguache County,Colorado,CO,08,109,6368,2,3170,0.1901,74.7,0.1712
298,San Juan County,Colorado,CO,08,111,705,2,388,0.1319,42.7,0.2732
299,San Miguel County,Colorado,CO,08,113,8072,6,1289,0.096,41.1,0.441
300,Sedgwick County,Colorado,CO,08,115,2404,4,549,0.1931,45.5,0.1396
301,Summit County,Colorado,CO,08,117,31055,50,619,0.044,54.4,0.4031
302,Teller County,Colorado,CO,08,119,24710,44,559,0.0862,33.7,0.2466
303,Washington County,Colorado,CO,08,121,4817,2,2524,0.1079,38.1,0.1186
304,Weld County,Colorado,CO,08,123,328981,82,4017,0.0904,69.6,0.2071
305,Yuma County,Colorado,CO,08,125,9988,4,2369,0.1226,66.1,0.1692
306,Fairfield County,Connecticut,CT,09,001,957419,1488,644,0.0917,73.3,0.2842
307,Hartford County,Connecticut,CT,09,003,899498,1198,751,0.113,71.2,0.2283
308,Litchfield County,Connecticut,CT,09,005,185186,196,945,0.0769,37.7,0.2196
309,Middlesex County,Connecticut,CT,09,007,164245,431,381,0.0736,41.8,0.2506
310,New Haven County,Connecticut,CT,09,009,864835,1403,616,0.1167,71,0.2
311,New London County,Connecticut,CT,09,011,268555,395,680,0.0848,54.4,0.1974
312,Tolland County,Connecticut,CT,09,013,149788,359,417,0.1061,41,0.2514
313,Windham County,Connecticut,CT,09,015,116418,223,521,0.1146,47.8,0.1605
314,Kent County,Delaware,DE,10,001,181851,306,594,0.1239,63.9,0.1691
315,New Castle County,Delaware,DE,10,003,570719,1322,432,0.1031,70,0.2346
316,Sussex County,Delaware,DE,10,005,237378,252,942,0.1098,55,0.1831
317,District of Columbia,District of Columbia,DC,11,001,689545,11179,62,0.1392,73,0.2741
318,Alachua County,Florida,FL,12,001,278468,287,969,0.1902,67.5,0.2358
319,Baker County,Florida,FL,12,003,28259,48,589,0.1047,39.4,0.0969
320,Bradford County,Florida,FL,12,007,28303,94,300,0.2021,47.3,0.065
321,Brevard County,Florida,FL,12,009,606612,577,1052,0.0981,55.7,0.2017
322,Broward County,Florida,FL,12,011,1944375,1592,1221,0.1285,84.5,0.2189
323,Calhoun County,Florida,FL,12,013,13648,24,574,0.1884,42.3,0.079
324,Charlotte County,Florida,FL,12,015,186847,263,710,0.1008,39.2,0.1615
325,Citrus County,Florida,FL,12,017,153843,247,623,0.1426,32.6,0.1255
326,Clay County,Florida,FL,12,019,218245,353,619,0.0892,58.1,0.1849
327,Collier County,Florida,FL,12,021,375752,185,2031,0.0923,70.9,0.2325
328,Columbia County,Florida,FL,12,023,69698,87,801,0.1459,52.2,0.1133
329,DeSoto County,Florida,FL,12,027,33976,53,639,0.1978,74.8,0.0918
330,Dixie County,Florida,FL,12,029,16759,24,714,0.1626,35,0.0744
331,Duval County,Florida,FL,12,031,995567,1287,773,0.1362,71.4,0.2167
332,Escambia County,Florida,FL,12,033,321905,484,665,0.1369,59.6,0.1853
333,Flagler County,Florida,FL,12,035,115378,229,504,0.0946,52.7,0.1721
334,Franklin County,Florida,FL,12,037,12451,23,553,0.1713,41.4,0.1287
335,Gadsden County,Florida,FL,12,039,43826,83,529,0.1951,67.8,0.1174
336,Gilchrist County,Florida,FL,12,041,17864,50,355,0.1404,38.5,0.1037
337,Glades County,Florida,FL,12,043,12126,12,987,0.1708,70,0.0858
