id,name,state,state_abbr,state_fips,county_fips,totpop,popdensity,sqmi,poverty,diversity,bachelor
1561,Randolph County,Missouri,MO,29,175,24716,51,488,0.15,27.5,0.1097
1562,Ray County,Missouri,MO,29,177,23158,40,574,0.112,21.5,0.115
1563,Reynolds County,Missouri,MO,29,179,6096,8,814,0.1767,16.3,0.1119
1564,Ripley County,Missouri,MO,29,181,10679,17,632,0.2458,15.9,0.0815
1565,St. Charles County,Missouri,MO,29,183,405262,684,592,0.0486,35.2,0.2652
1566,St. Clair County,Missouri,MO,29,185,9284,13,702,0.174,17,0.0974
1567,Ste. Genevieve County,Missouri,MO,29,186,18479,37,507,0.1021,15.7,0.1208
1568,St. Francois County,Missouri,MO,29,187,66922,147,455,0.1579,22.6,0.092
1569,St. Louis County,Missouri,MO,29,189,1004125,1919,523,0.0951,57.6,0.266
1570,Saline County,Missouri,MO,29,195,23333,30,767,0.1241,52.9,0.1422
1571,Schuyler County,Missouri,MO,29,197,4032,13,308,0.135,10.1,0.0841
1572,Scotland County,Missouri,MO,29,199,4716,11,439,0.1403,8.7,0.1031
1573,Scott County,Missouri,MO,29,201,38059,89,426,0.1756,36.2,0.1109
1574,Shannon County,Missouri,MO,29,203,7031,7,1004,0.2436,18.1,0.1083
1575,Shelby County,Missouri,MO,29,205,6103,12,502,0.1288,14,0.1331
1576,Stoddard County,Missouri,MO,29,207,28672,35,829,0.1643,16.3,0.103
1577,Stone County,Missouri,MO,29,209,31076,61,511,0.1193,20.1,0.1373
1578,Sullivan County,Missouri,MO,29,211,5999,9,652,0.1525,56.3,0.0781
1579,Taney County,Missouri,MO,29,213,56066,86,652,0.1433,38.2,0.1501
1580,Texas County,Missouri,MO,29,215,24487,21,1179,0.2072,21.1,0.1084
1581,Vernon County,Missouri,MO,29,217,19707,24,837,0.1272,19.7,0.1251
1582,Warren County,Missouri,MO,29,219,35532,81,438,0.0924,28,0.1435
1583,Washington County,Missouri,MO,29,221,23514,31,762,0.1707,18.7,0.0714
1584,Wayne County,Missouri,MO,29,223,10974,14,774,0.2171,17.2,0.0685
1585,Webster County,Missouri,MO,29,225,39085,66,594,0.1199,18,0.1128
1586,Worth County,Missouri,MO,29,227,1973,7,267,0.1517,10.4,0.1473
1587,Wright County,Missouri,MO,29,229,18188,27,683,0.1979,18.5,0.0764
1588,St. Louis city,Missouri,MO,29,510,301578,4556,66,0.1968,65.7,0.2153
1589,Beaverhead County,Montana,MT,30,001,9371,2,5573,0.19,26,0.252
1590,Big Horn County,Montana,MT,30,003,13124,3,5016,0.2066,51.3,0.1322
1591,Blaine County,Montana,MT,30,005,7044,2,4239,0.2238,56.4,0.2201
1592,Broadwater County,Montana,MT,30,007,6774,6,1238,0.0765,20.7,0.2292
1593,Carbon County,Montana,MT,30,009,10473,5,2061,0.0949,18.6,0.2373
1594,Carter County,Montana,MT,30,011,1415,0,3348,0.1586,10.3,0.1983
1595,Cascade County,Montana,MT,30,013,84414,31,2711,0.1356,36.7,0.205
1596,Chouteau County,Montana,MT,30,015,5895,2,3997,0.1427,46.6,0.2603
1597,Custer County,Montana,MT,30,017,11867,3,3793,0.1408,21.7,0.1812
1598,Daniels County,Montana,MT,30,019,1661,1,1427,0.0791,26.4,0.2029
1599,Dawson County,Montana,MT,30,021,8940,4,2383,0.0986,23.8,0.1673
1600,Deer Lodge County,Montana,MT,30,023,9421,13,741,0.1884,20.3,0.1832
1601,Fallon County,Montana,MT,30,025,3049,2,1623,0.1537,14.4,0.148
1602,Fergus County,Montana,MT,30,027,11446,3,4350,0.1231,16.6,0.237
1603,Flathead County,Montana,MT,30,029,104357,20,5256,0.0923,23,0.2432
1604,Gallatin County,Montana,MT,30,031,118960,45,2634,0.1071,28.4,0.3673
1605,Garfield County,Montana,MT,30,033,1173,0,4849,0.0891,10.4,0.1185
1606,Glacier County,Montana,MT,30,035,13778,5,3036,0.2549,50,0.1636
1607,Golden Valley County,Montana,MT,30,037,823,1,1175,0.149,28.9,0.1746
1608,Granite County,Montana,MT,30,039,3309,2,1733,0.1062,17.4,0.2353
1609,Hill County,Montana,MT,30,041,16309,6,2916,0.1342,50.9,0.2297
1610,Jefferson County,Montana,MT,30,043,12085,7,1659,0.0541,21.1,0.2671
1611,Judith Basin County,Montana,MT,30,045,2023,1,1870,0.2116,16.8,0.2471
1612,Lake County,Montana,MT,30,047,31134,19,1654,0.167,53.9,0.2263
1613,Lewis and Clark County,Montana,MT,30,049,70973,20,3498,0.0841,26.7,0.2862
1614,Liberty County,Montana,MT,30,051,1959,1,1447,0.1412,11.7,0.1363
1615,Lincoln County,Montana,MT,30,053,19677,5,3675,0.1669,21.6,0.1652
1616,McCone County,Montana,MT,30,055,1729,1,2682,0.0591,17.4,0.1518
1617,Madison County,Montana,MT,30,057,8623,2,3604,0.0687,18.6,0.2491
1618,Meagher County,Montana,MT,30,059,1927,1,2395,0.1575,17.7,0.2454
1619,Mineral County,Montana,MT,30,061,4535,4,1223,0.1318,23.6,0.1368
1620,Missoula County,Montana,MT,30,063,117922,45,2618,0.1393,33.3,0.3044
1621,Musselshell County,Montana,MT,30,065,4730,3,1872,0.1285,21.2,0.1356
1622,Park County,Montana,MT,30,067,17191,6,2813,0.125,20,0.2516
1623,Petroleum County,Montana,MT,30,069,496,0,1675,0.1128,14.2,0.2827
1624,Phillips County,Montana,MT,30,071,4217,1,5212,0.1132,33.2,0.1362
1625,Pondera County,Montana,MT,30,073,5898,4,1642,0.1216,37.2,0.2174
1626,Powder River County,Montana,MT,30,075,1694,1,3299,0.153,20.2,0.2251
1627,Powell County,Montana,MT,30,077,6946,3,2332,0.1396,26.9,0.1398
1628,Prairie County,Montana,MT,30,079,1088,1,1742,0.1632,19.9,0.2002
1629,Ravalli County,Montana,MT,30,081,44174,18,2400,0.1154,22.5,0.2046
1630,Richland County,Montana,MT,30,083,11491,6,2103,0.104,30.2,0.1632
1631,Roosevelt County,Montana,MT,30,085,10794,5,2370,0.2633,56.7,0.1462
1632,Rosebud County,Montana,MT,30,087,8329,2,5025,0.1807,56.4,0.1389
1633,Sanders County,Montana,MT,30,089,12400,4,2790,0.1622,27,0.1636
1634,Sheridan County,Montana,MT,30,091,3539,2,1706,0.1025,23.3,0.1882
1635,Silver Bow County,Montana,MT,30,093,35133,49,719,0.1747,25.3,0.2188
1636,Stillwater County,Montana,MT,30,095,8963,5,1806,0.0702,21.1,0.2057
1637,Sweet Grass County,Montana,MT,30,097,3678,2,1862,0.0662,20.8,0.1885
1638,Teton County,Montana,MT,30,099,6226,3,2292,0.1153,19.3,0.2
1639,Toole County,Montana,MT,30,101,4971,3,1945,0.0881,31.6,0.1476
1640,Treasure County,Montana,MT,30,103,762,1,984,0.1224,22.5,0.228
1641,Valley County,Montana,MT,30,105,7578,2,5062,0.0889,31.5,0.1901
1642,Wheatland County,Montana,MT,30,107,2069,1,1428,0.2718,23.3,0.1574
1643,Wibaux County,Montana,MT,30,109,937,1,890,0.1161,19.1,0.2112
1644,Yellowstone County,Montana,MT,30,111,164731,62,2649,0.106,35.9,0.257
1645,Adams County,Nebraska,NE,31,001,31205,55,564,0.1399,42.3,0.1724
1646,Antelope County,Nebraska,NE,31,003,6295,7,859,0.1074,17.6,0.142
1647,Arthur County,Nebraska,NE,31,005,434,1,718,0.1,21,0.1869
1648,Banner County,Nebraska,NE,31,007,674,1,746,0.0426,28.8,0.1746
1649,Blaine County,Nebraska,NE,31,009,431,1,714,0.0884,20.4,0.1581
1650,Boone County,Nebraska,NE,31,011,5379,8,687,0.0849,17.1,0.1478
1651,Box Butte County,Nebraska,NE,31,013,10842,10,1078,0.1372,44.2,0.1408
1652,Boyd County,Nebraska,NE,31,015,1810,3,545,0.1078,13,0.1455
1653,Brown County,Nebraska,NE,31,017,2903,2,1225,0.0948,26.8,0.1605
1654,Buffalo County,Nebraska,NE,31,019,50084,51,975,0.1218,38.9,0.2461
1655,Burt County,Nebraska,NE,31,021,6722,14,497,0.1276,18.3,0.1777
1656,Butler County,Nebraska,NE,31,023,8369,14,591,0.1159,24.9,0.1653
1657,Cass County,Nebraska,NE,31,025,26598,47,566,0.0668,20.7,0.2022
1658,Cedar County,Nebraska,NE,31,027,8380,11,746,0.0691,11.7,0.1612
1659,Chase County,Nebraska,NE,31,029,3893,4,898,0.068,45.5,0.1648
1660,Cherry County,Nebraska,NE,31,031,5455,1,6009,0.0889,25.8,0.185
1661,Cheyenne County,Nebraska,NE,31,033,9468,8,1196,0.1249,31.3,0.2106
1662,Clay County,Nebraska,NE,31,035,6104,11,574,0.1009,31.9,0.1517
1663,Colfax County,Nebraska,NE,31,037,10582,25,417,0.0826,80.5,0.1142
1664,Cuming County,Nebraska,NE,31,039,9013,16,575,0.074,40.9,0.1818
1665,Custer County,Nebraska,NE,31,041,10545,4,2576,0.0976,18.2,0.1834
1666,Dakota County,Nebraska,NE,31,043,21582,81,267,0.1043,83.4,0.101
1667,Dawes County,Nebraska,NE,31,045,8199,6,1401,0.1466,31.5,0.2051
1668,Dawson County,Nebraska,NE,31,047,24111,24,1019,0.1247,76.4,0.1266
1669,Deuel County,Nebraska,NE,31,049,1838,4,441,0.097,22.9,0.1287
1670,Dixon County,Nebraska,NE,31,051,5606,12,483,0.1021,46.5,0.1641
1671,Dodge County,Nebraska,NE,31,053,37167,68,543,0.1139,51,0.1302
1672,Douglas County,Nebraska,NE,31,055,584526,1723,339,0.1095,63.1,0.2806
1673,Dundy County,Nebraska,NE,31,057,1654,2,921,0.1247,27.7,0.184
1674,Fillmore County,Nebraska,NE,31,059,5551,10,577,0.0738,17.2,0.1628
1675,Franklin County,Nebraska,NE,31,061,2889,5,576,0.157,14.5,0.1384
1676,Frontier County,Nebraska,NE,31,063,2519,3,980,0.0931,17.2,0.1526
1677,Furnas County,Nebraska,NE,31,065,4636,6,721,0.1111,22.7,0.1532
1678,Gage County,Nebraska,NE,31,067,21704,25,860,0.1434,17.8,0.1614
1679,Garden County,Nebraska,NE,31,069,1874,1,1731,0.0554,21.2,0.1728
1680,Garfield County,Nebraska,NE,31,071,1813,3,571,0.1167,8.9,0.2201
1681,Gosper County,Nebraska,NE,31,073,1893,4,463,0.0593,20.6,0.2265
1682,Grant County,Nebraska,NE,31,075,611,1,783,0.1574,13.4,0.2309
1683,Greeley County,Nebraska,NE,31,077,2188,4,571,0.1335,12.5,0.1228
1684,Hall County,Nebraska,NE,31,079,62895,114,552,0.1158,70.8,0.1704
1685,Hamilton County,Nebraska,NE,31,081,9429,17,545,0.0353,17.3,0.1787
1686,Harlan County,Nebraska,NE,31,083,3073,5,574,0.0861,15.3,0.1884
1687,Hayes County,Nebraska,NE,31,085,856,1,713,0.2062,31.4,0.1696
1688,Hitchcock County,Nebraska,NE,31,087,2616,4,718,0.1298,15.4,0.1246
1689,Holt County,Nebraska,NE,31,089,10127,4,2418,0.0988,21.9,0.1751
1690,Hooker County,Nebraska,NE,31,091,711,1,722,0.0461,15.1,0.2222
1691,Howard County,Nebraska,NE,31,093,6475,11,576,0.0946,12.5,0.1643
1692,Jefferson County,Nebraska,NE,31,095,7240,13,576,0.1421,23.8,0.1565
1693,Johnson County,Nebraska,NE,31,097,5290,14,377,0.0722,50.6,0.1377
1694,Kearney County,Nebraska,NE,31,099,6688,13,516,0.0849,24.8,0.208
1695,Keith County,Nebraska,NE,31,101,8335,8,1110,0.1648,32.5,0.1489
1696,Keya Paha County,Nebraska,NE,31,103,769,1,774,0.0909,13.2,0.1599
1697,Kimball County,Nebraska,NE,31,105,3434,4,953,0.1406,29.4,0.1245
1698,Knox County,Nebraska,NE,31,107,8391,7,1140,0.1141,32.5,0.1663
1699,Lancaster County,Nebraska,NE,31,109,322608,381,846,0.1168,45,0.2651
1700,Lincoln County,Nebraska,NE,31,111,34676,14,2575,0.1191,34.4,0.1556
1701,Logan County,Nebraska,NE,31,113,716,1,571,0.125,16.5,0.1822
1702,Loup County,Nebraska,NE,31,115,607,1,571,0.1061,18.4,0.2072
1703,McPherson County,Nebraska,NE,31,117,399,1,860,0.0398,12.2,0.1838
1704,Madison County,Nebraska,NE,31,119,35585,62,575,0.1306,51.1,0.1738
1705,Merrick County,Nebraska,NE,31,121,7668,15,497,0.1314,23.8,0.1488
1706,Morrill County,Nebraska,NE,31,123,4555,3,1430,0.1175,44.7,0.1588
1707,Nance County,Nebraska,NE,31,125,3380,8,448,0.0992,12.6,0.0992
1708,Nemaha County,Nebraska,NE,31,127,7074,17,410,0.1331,18.4,0.2041
1709,Nuckolls County,Nebraska,NE,31,129,4095,7,576,0.0686,16.4,0.1561
1710,Otoe County,Nebraska,NE,31,131,15912,26,619,0.0993,32.6,0.1822
1711,Pawnee County,Nebraska,NE,31,133,2544,6,433,0.1665,9.6,0.12
1712,Perkins County,Nebraska,NE,31,135,2858,3,884,0.1073,22.5,0.2509
1713,Phelps County,Nebraska,NE,31,137,8968,17,540,0.1482,25,0.1814
1714,Pierce County,Nebraska,NE,31,139,7317,13,575,0.0958,12.6,0.1767
1715,Platte County,Nebraska,NE,31,141,34296,50,685,0.0773,58.6,0.1598
1716,Polk County,Nebraska,NE,31,143,5214,12,441,0.0659,24.1,0.1883
1717,Red Willow County,Nebraska,NE,31,145,10702,15,718,0.113,27.8,0.1228
1718,Richardson County,Nebraska,NE,31,147,7871,14,555,0.1357,20.9,0.1518
1719,Rock County,Nebraska,NE,31,149,1262,1,1012,0.0912,9.5,0.1866
1720,Saline County,Nebraska,NE,31,151,14292,25,576,0.1416,70.3,0.1279
1721,Sarpy County,Nebraska,NE,31,153,190604,770,248,0.0608,47.6,0.2746
1722,Saunders County,Nebraska,NE,31,155,22278,29,760,0.0711,16.8,0.1993
1723,Scotts Bluff County,Nebraska,NE,31,157,36084,48,746,0.1363,59.6,0.1761
1724,Seward County,Nebraska,NE,31,159,17609,31,576,0.078,16.7,0.2056
1725,Sheridan County,Nebraska,NE,31,161,5127,2,2470,0.1376,39.4,0.1761
1726,Sherman County,Nebraska,NE,31,163,2959,5,572,0.1104,15.9,0.1628
1727,Sioux County,Nebraska,NE,31,165,1135,1,2067,0.085,18.9,0.2587
1728,Stanton County,Nebraska,NE,31,167,5842,14,431,0.0795,27.2,0.151
1729,Thayer County,Nebraska,NE,31,169,5034,9,575,0.091,13.6,0.1413
1730,Thomas County,Nebraska,NE,31,171,669,1,713,0.1025,18.4,0.2076
1731,Thurston County,Nebraska,NE,31,173,6773,17,396,0.1856,55.7,0.1221
1732,Valley County,Nebraska,NE,31,175,4059,7,570,0.1183,14.8,0.2017
1733,Washington County,Nebraska,NE,31,177,20865,53,393,0.0758,17.9,0.218
1734,Wayne County,Nebraska,NE,31,179,9697,22,443,0.1589,45,0.2281
1735,Webster County,Nebraska,NE,31,181,3395,6,575,0.0872,20.9,0.164
1736,Wheeler County,Nebraska,NE,31,183,774,1,576,0.1157,13.7,0.134
1737,York County,Nebraska,NE,31,185,14125,25,576,0.0915,27.6,0.2054
1738,Churchill County,Nevada,NV,32,001,25516,5,5024,0.0962,58.2,0.1439
1739,Clark County,Nevada,NV,32,003,2265461,281,8061,0.1321,84.6,0.1791
1740,Douglas County,Nevada,NV,32,005,49488,67,738,0.0721,47.8,0.2014
1741,Elko County,Nevada,NV,32,007,53702,3,17202,0.107,68.4,0.1072
1742,Esmeralda County,Nevada,NV,32,009,729,0,3589,0.2397,60.5,0.1228
1743,Eureka County,Nevada,NV,32,011,1855,0,4180,0.1225,40.4,0.0736
1744,Humboldt County,Nevada,NV,32,013,17285,2,9658,0.1509,68.6,0.1109
1745,Lander County,Nevada,NV,32,015,5734,1,5520,0.1236,62.4,0.0557
1746,Lincoln County,Nevada,NV,32,017,4499,0,10637,0.0584,32.9,0.1339
1747,Lyon County,Nevada,NV,32,019,59235,29,2026,0.1003,58.4,0.1151
1748,Mineral County,Nevada,NV,32,021,4554,1,3811,0.1963,62.6,0.1056
1749,Nye County,Nevada,NV,32,023,51591,3,18199,0.1446,56.8,0.0812
1750,Pershing County,Nevada,NV,32,027,6650,1,6067,0.1228,69.5,0.0681
1751,Storey County,Nevada,NV,32,029,4104,16,265,0.1018,41.1,0.2247
1752,Washoe County,Nevada,NV,32,031,486492,74,6541,0.1045,72.7,0.2101
1753,White Pine County,Nevada,NV,32,033,9080,1,8896,0.1186,59.5,0.1083
1754,Carson City,Nevada,NV,32,510,58639,373,157,0.1101,69.9,0.1585
1755,Belknap County,New Hampshire,NH,33,001,63705,136,470,0.0821,17.6,0.2044
1756,Carroll County,New Hampshire,NH,33,003,50107,50,993,0.0951,14.4,0.2235
1757,Cheshire County,New Hampshire,NH,33,005,76458,105,729,0.0952,20.7,0.2129
1758,Coos County,New Hampshire,NH,33,007,31268,17,1830,0.1071,18.4,0.1273
1759,Grafton County,New Hampshire,NH,33,009,91118,52,1750,0.1031,25.1,0.2128
1760,Hillsborough County,New Hampshire,NH,33,011,422937,474,892,0.0725,41.5,0.2536
1761,Merrimack County,New Hampshire,NH,33,013,153808,161,955,0.0726,23.4,0.2131
1762,Rockingham County,New Hampshire,NH,33,015,314176,440,714,0.0534,22.9,0.2665
1763,Strafford County,New Hampshire,NH,33,017,130889,346,378,0.1028,26.4,0.2335
1764,Sullivan County,New Hampshire,NH,33,019,43063,78,552,0.1268,19.8,0.1877
1765,Atlantic County,New Jersey,NJ,34,001,274534,488,563,0.1362,74.7,0.2055
1766,Bergen County,New Jersey,NJ,34,003,955732,4018,238,0.0724,75.8,0.3262
1767,Burlington County,New Jersey,NJ,34,005,461860,567,814,0.0635,61.1,0.2635
1768,Camden County,New Jersey,NJ,34,007,523485,2333,224,0.1262,74.3,0.2226
1769,Cape May County,New Jersey,NJ,34,009,95263,372,256,0.0952,37.3,0.2297
1770,Cumberland County,New Jersey,NJ,34,011,154152,309,499,0.1596,83,0.1235
1771,Essex County,New Jersey,NJ,34,013,863728,6764,128,0.1619,82.8,0.2312
1772,Gloucester County,New Jersey,NJ,34,015,302294,923,328,0.0691,48.9,0.2343
1773,Hudson County,New Jersey,NJ,34,017,724854,15515,47,0.1401,88.2,0.2842
1774,Hunterdon County,New Jersey,NJ,34,019,128947,295,437,0.0404,42.6,0.3334
1775,Mercer County,New Jersey,NJ,34,021,387340,1693,229,0.1164,81.4,0.2388
1776,Middlesex County,New Jersey,NJ,34,023,863162,2760,313,0.0855,82.2,0.2783
1777,Monmouth County,New Jersey,NJ,34,025,643615,1354,475,0.0709,56.8,0.2988
1778,Morris County,New Jersey,NJ,34,027,509285,1058,482,0.0542,62.9,0.3334
1779,Ocean County,New Jersey,NJ,34,029,637229,1005,634,0.0913,43,0.2182
1780,Passaic County,New Jersey,NJ,34,031,524118,2643,198,0.1425,85.4,0.2107
1781,Salem County,New Jersey,NJ,34,033,64837,191,340,0.1194,56,0.1557
1782,Somerset County,New Jersey,NJ,34,035,345361,1133,305,0.0528,75.4,0.3134
1783,Sussex County,New Jersey,NJ,34,037,144221,269,536,0.0498,41.8,0.2631
1784,Union County,New Jersey,NJ,34,039,575345,5559,104,0.0856,85.7,0.2366
1785,Warren County,New Jersey,NJ,34,041,109632,302,363,0.0827,49.8,0.2415
1786,Bernalillo County,New Mexico,NM,35,001,676444,580,1167,0.1616,83,0.1993
1787,Catron County,New Mexico,NM,35,003,3579,1,6930,0.197,50.3,0.1138
1788,Chaves County,New Mexico,NM,35,005,65157,11,6075,0.2024,80.1,0.1311
1789,Cibola County,New Mexico,NM,35,006,27172,6,4542,0.256,81.8,0.0936
1790,Colfax County,New Mexico,NM,35,007,12387,3,3768,0.1777,76,0.1326
1791,Curry County,New Mexico,NM,35,009,48430,34,1409,0.1762,80.5,0.1388
1792,De Baca County,New Mexico,NM,35,011,1698,1,2334,0.2259,68.3,0.0743
1793,Doña Ana County,New Mexico,NM,35,013,219561,58,3815,0.2305,81,0.1744
1794,Eddy County,New Mexico,NM,35,015,62314,15,4198,0.1467,79.8,0.1075
1795,Grant County,New Mexico,NM,35,017,28185,7,3967,0.2128,76.8,0.1832
1796,Guadalupe County,New Mexico,NM,35,019,4452,2,3031,0.2199,77.8,0.0386
1797,Harding County,New Mexico,NM,35,021,657,0,2126,0.1089,75.3,0.149
1798,Hidalgo County,New Mexico,NM,35,023,4178,1,3448,0.2098,76.5,0.1039
1799,Lea County,New Mexico,NM,35,025,74455,17,4395,0.1752,82.9,0.0916
1800,Lincoln County,New Mexico,NM,35,027,20269,4,4831,0.1475,70.7,0.1891
1801,Los Alamos County,New Mexico,NM,35,028,19419,178,109,0.0445,59.7,0.2719
1802,Luna County,New Mexico,NM,35,029,25427,9,2965,0.2588,80.4,0.0847
1803,McKinley County,New Mexico,NM,35,031,72902,13,5456,0.3253,49.7,0.0652
1804,Mora County,New Mexico,NM,35,033,4189,2,1929,0.2691,76.3,0.0651
1805,Otero County,New Mexico,NM,35,035,67839,10,6627,0.1791,80.8,0.1142
1806,Quay County,New Mexico,NM,35,037,8746,3,2881,0.2045,73.4,0.1038
1807,Rio Arriba County,New Mexico,NM,35,039,40363,7,5896,0.2076,85.5,0.1361
1808,Roosevelt County,New Mexico,NM,35,041,19191,8,2453,0.2097,78,0.1699
1809,Sandoval County,New Mexico,NM,35,043,148834,40,3714,0.101,81.4,0.1956
1810,San Juan County,New Mexico,NM,35,045,121661,22,5538,0.2167,75.6,0.0936
1811,San Miguel County,New Mexico,NM,35,047,27201,6,4741,0.2664,78.8,0.127
1812,Santa Fe County,New Mexico,NM,35,049,154823,81,1911,0.1248,80.2,0.2157
1813,Sierra County,New Mexico,NM,35,051,11576,3,4238,0.2268,64.8,0.1403
1814,Socorro County,New Mexico,NM,35,053,16595,3,6648,0.2534,84.5,0.1288
1815,Taos County,New Mexico,NM,35,055,34489,16,2204,0.1728,81.1,0.1812
1816,Torrance County,New Mexico,NM,35,057,15045,5,3346,0.1931,76,0.0987
1817,Union County,New Mexico,NM,35,059,4079,1,3831,0.2185,74.8,0.0669
1818,Valencia County,New Mexico,NM,35,061,76205,71,1068,0.1563,81.5,0.1162
1819,Albany County,New York,NY,36,001,314848,590,533,0.1166,57.1,0.2283
1820,Allegany County,New York,NY,36,003,46456,45,1034,0.1431,20,0.1158
1821,Bronx County,New York,NY,36,005,1472654,34881,42,0.2709,86.8,0.1465
1822,Broome County,New York,NY,36,007,198683,278,715,0.1763,42.2,0.1672
1823,Cattaraugus County,New York,NY,36,009,77042,58,1322,0.1698,25.1,0.1124
1824,Cayuga County,New York,NY,36,011,76248,104,734,0.1367,28,0.1517
1825,Chautauqua County,New York,NY,36,013,127657,118,1085,0.1664,39.1,0.1366
1826,Chemung County,New York,NY,36,015,84148,205,411,0.1443,34.3,0.1385
1827,Chenango County,New York,NY,36,017,47220,53,899,0.1295,19.4,0.1152
1828,Clinton County,New York,NY,36,019,79843,71,1118,0.1245,28.3,0.1316
1829,Columbia County,New York,NY,36,021,61570,95,648,0.096,37.6,0.1856
1830,Cortland County,New York,NY,36,023,46809,93,502,0.1326,28.2,0.1692
1831,Delaware County,New York,NY,36,025,44308,30,1467,0.1427,27.9,0.138
1832,Dutchess County,New York,NY,36,027,295911,359,825,0.0917,61.7,0.2061
1833,Erie County,New York,NY,36,029,954236,912,1046,0.1368,51.6,0.2087
1834,Essex County,New York,NY,36,031,37381,20,1916,0.0959,21.3,0.1626
1835,Franklin County,New York,NY,36,033,47555,28,1696,0.1794,35.7,0.1083
1836,Fulton County,New York,NY,36,035,53324,100,533,0.1449,26.4,0.1076
1837,Genesee County,New York,NY,36,037,58388,118,495,0.113,29.4,0.1446
1838,Greene County,New York,NY,36,039,47931,73,658,0.1108,37.3,0.1351
1839,Hamilton County,New York,NY,36,041,5107,3,1808,0.0686,16.1,0.1026
1840,Herkimer County,New York,NY,36,043,60139,41,1458,0.1223,20.2,0.1335
1841,Jefferson County,New York,NY,36,045,116721,91,1287,0.1268,40.4,0.1461
1842,Kings County,New York,NY,36,047,2736074,39579,69,0.1841,82.1,0.2458
1843,Lewis County,New York,NY,36,049,26582,21,1290,0.1148,14.2,0.1144
1844,Livingston County,New York,NY,36,051,61834,97,640,0.1088,26.7,0.1563
1845,Madison County,New York,NY,36,053,68016,103,661,0.0997,22.5,0.1622
1846,Monroe County,New York,NY,36,055,759443,1145,663,0.1291,58.8,0.2297
1847,Montgomery County,New York,NY,36,057,49532,121,410,0.1571,50.5,0.1134
1848,Nassau County,New York,NY,36,059,1395774,4863,287,0.0598,73.6,0.2696
1849,New York County,New York,NY,36,061,1694251,74147,23,0.1486,80.2,0.3355
1850,Niagara County,New York,NY,36,063,212666,404,526,0.1297,36.2,0.1542
1851,Oneida County,New York,NY,36,065,232125,185,1258,0.1322,43.9,0.1657
1852,Onondaga County,New York,NY,36,067,476516,592,806,0.1322,49.4,0.215
1853,Ontario County,New York,NY,36,069,112458,170,663,0.0863,30.9,0.2103
1854,Orange County,New York,NY,36,071,401310,479,839,0.1096,73,0.1896
1855,Orleans County,New York,NY,36,073,40343,103,393,0.1397,33.4,0.1131
1856,Oswego County,New York,NY,36,075,117525,116,1014,0.1455,22.1,0.1216
1857,Otsego County,New York,NY,36,077,58524,58,1016,0.1164,26.4,0.1818
1858,Putnam County,New York,NY,36,079,97668,397,246,0.053,58.1,0.2416
1859,Queens County,New York,NY,36,081,2405464,22073,109,0.1177,87.2,0.2227
1860,Rensselaer County,New York,NY,36,083,161130,242,665,0.1085,44.4,0.1937
1861,Richmond County,New York,NY,36,085,495747,8581,58,0.1117,73.4,0.2191
1862,Rockland County,New York,NY,36,087,338329,1895,179,0.1088,70.5,0.2421
1863,St. Lawrence County,New York,NY,36,089,108505,39,2761,0.1624,23.5,0.13
1864,Saratoga County,New York,NY,36,091,235509,279,844,0.0685,29,0.2504
1865,Schenectady County,New York,NY,36,093,158061,755,209,0.1138,58.9,0.1992
1866,Schoharie County,New York,NY,36,095,29714,47,626,0.1217,23,0.144
1867,Schuyler County,New York,NY,36,097,17898,52,342,0.1496,16,0.1454
1868,Seneca County,New York,NY,36,099,33814,87,390,0.1234,28.9,0.1293
1869,Steuben County,New York,NY,36,101,93584,67,1404,0.1221,20.9,0.132
1870,Suffolk County,New York,NY,36,103,1525920,1666,916,0.0669,69.2,0.2132
1871,Sullivan County,New York,NY,36,105,78624,79,997,0.1335,63,0.1491
1872,Tioga County,New York,NY,36,107,48455,93,523,0.0968,19.8,0.1734
1873,Tompkins County,New York,NY,36,109,105740,215,492,0.1663,50.6,0.2317
1874,Ulster County,New York,NY,36,111,181851,157,1161,0.1145,51.3,0.1878
1875,Warren County,New York,NY,36,113,65737,71,932,0.078,21.7,0.1801
1876,Washington County,New York,NY,36,115,61302,73,846,0.1171,23.9,0.1288
1877,Wayne County,New York,NY,36,117,91283,150,607,0.1157,29.7,0.1429
1878,Westchester County,New York,NY,36,119,1004457,2236,449,0.0896,79.8,0.2595
1879,Wyoming County,New York,NY,36,121,40531,68,596,0.0984,26.6,0.1214
1880,Yates County,New York,NY,36,123,24774,66,376,0.1136,17,0.1557
1881,Alamance County,North Carolina,NC,37,001,171415,395,434,0.1405,67.8,0.1894
1882,Alexander County,North Carolina,NC,37,003,36444,138,264,0.1111,33.3,0.1067
1883,Alleghany County,North Carolina,NC,37,005,10888,46,236,0.1873,39.3,0.1154
1884,Anson County,North Carolina,NC,37,007,22055,41,537,0.1703,59.1,0.0901
1885,Ashe County,North Carolina,NC,37,009,26577,62,429,0.1524,24.9,0.1372
1886,Avery County,North Carolina,NC,37,011,17806,72,248,0.1504,30.2,0.1345
1887,Beaufort County,North Carolina,NC,37,013,44652,53,836,0.1824,57,0.1359
1888,Bertie County,North Carolina,NC,37,015,17934,25,707,0.2511,53.7,0.091
1889,Bladen County,North Carolina,NC,37,017,29606,33,888,0.2651,66,0.1237
1890,Brunswick County,North Carolina,NC,37,019,136693,159,858,0.1072,40,0.2058
